,1,2,3,,,,,,,,,,,固态或半固态废物特征,,,液态废物特征,固态废物特征,,,,,,,固态废物特征,液态废物特征,工业组成分析（单位%，总和=1）,,,,,元素组成（单位%，所有元素加和=1）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物相组成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,污染物含量（mg/kg）数值型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多环芳烃（mg/kg),,,,,,,,,,,,,,,,有机污染物（mg/kg）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毒性浸出浓度（mg/L),,,,,,,,,,,,,,,,,,,
贾嘉煤气化灰渣与黑水对石油焦成浆性及气化活性的影响研究,固相热处理渣,煤化工,气化粗渣,德士古气化炉炉渣,上海焦化厂的德士古气化炉产生的炉底灰渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,0.93,,,,,,,,,,,,,3.95,81.77,,14.28,,20.78,1.05,0.386,,,,,,,,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,2.15,,,1.59,1.28,11.29,22.3,,15.23,1.68,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贾嘉煤气化灰渣与黑水对石油焦成浆性及气化活性的影响研究,固相热处理渣,煤化工,气化细渣,德士古气化炉炉渣,上海焦化厂的德士古气化炉产生的炉底灰渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,2.16,,,,,,,,,,,,,6.74,73.57,,19.69,,25.78,0.974,0.436,,,,,,,,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17,3.02,,,2.29,3.34,6.89,25.65,,9,0.97,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨帅煤气化细渣组分分析及其综合利用探讨,固相热处理渣,煤化工,气化细渣,德士古水煤浆气化炉,神华宁夏煤业集团有限责任公司气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84,4.17,,,,,8.12,27.07,,9.41,0.97,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨帅煤气化细渣组分分析及其综合利用探讨,固相热处理渣,煤化工,气化细渣,四喷嘴对置式气化炉,神华宁夏煤业集团有限责任公司气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,5,,,,,9.78,32.7,,9.68,1.01,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨帅煤气化细渣组分分析及其综合利用探讨,固相热处理渣,煤化工,气化细渣,GSP 气化炉,神华宁夏煤业集团有限责任公司气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84,4.18,,,,,8.52,35.79,,8.14,0.74,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘开平煤气化渣对水泥混凝土性能的影响,固相热处理渣,煤化工,气化粗渣,气流床GSP气化炉,气流床GSP气化炉底渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,29.95,,,38.63,,,,4.29,6.2,,,,,19.69,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘开平煤气化渣对水泥混凝土性能的影响,固相热处理渣,煤化工,气化细渣,气流床GSP气化炉,气流床GSP气化炉底渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,44.32,,,35.83,,0.91,0.36,4.54,9.96,,,,0.25,2.46,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲江山煤气化渣综合利用研究进展,固相热处理渣,煤化工,气化粗渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71,1.76,,,,2.91,14.19,35.75,,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲江山煤气化渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,1.55,,,,1.55,8.73,14.86,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲江山煤气化渣综合利用研究进展,固相热处理渣,煤化工,气化粗渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81,2.15,,,,2.13,10.04,53.36,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲江山煤气化渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66,2.4,,,,1.92,7.27,40.75,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲江山煤气化渣综合利用研究进展,固相热处理渣,煤化工,气化粗渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43,0.94,,,,2.13,23.9,27.33,,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲江山煤气化渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88,0.86,,,,3.22,11.48,32.01,,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化粗渣,德士古气化炉,德士古气化炉炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,1.48,,,,,,,,,,,,,3.11,79.47,,16.18,,17.86,0.37,0.14,0.42,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化细渣,德士古气化炉,德士古气化炉炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,1.93,,,,,,,,,,,,,4.45,63.65,,30.56,,32.92,0.78,0.21,0.16,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化细渣,德士古气化炉,神华宁夏煤业集团有限责任公司德士古气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84,4.17,,,,,8.12,27.07,,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化细渣,四喷嘴气化炉,神华宁夏煤业集团有限责任公司四喷嘴气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,5,,,,,9.78,32.07,,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化细渣,GSP气化炉,神华宁夏煤业集团有限责任公司GSP气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84,4.18,,,,,8.52,35.79,,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化粗渣,德士古气化炉,陕西神木化学工业有限公司德士古气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,1.23,,,,,4.98,41.12,,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴大刚煤化工过程气化废渣和废碱液的产生及处理技术探讨,固相热处理渣,煤化工,气化细渣,德士古气化炉,陕西神木化学工业有限公司德士古气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,0.69,,,,,2.49,32.2,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘子梁煤间接液化工艺中气化炉渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36,3.27,,,0.96,2.12,15.97,34.32,,25.83,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘子梁煤间接液化工艺中气化炉渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.77,0.97,,,1.23,0.33,4.38,56.73,,11.44,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘子梁煤间接液化工艺中气化炉渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,德士古气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99,1.23,,,1.64,1.12,4.23,38.16,,8.75,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘子梁煤间接液化工艺中气化炉渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,2.35,,,-,-,5.31,40.96,,9.25,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘子梁煤间接液化工艺中气化炉渣综合利用研究进展,固相热处理渣,煤化工,气化细渣,气化炉,煤气化产生的气化炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,1.07,,,1.81,1.24,4.68,42.18,,9.67,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尹洪峰Texaco气化炉炉渣基本特性与应用研究,固相热处理渣,煤化工,气化粗渣,Texaco气化炉,神木化学工业有限公司 Texaco 气化炉炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,1.23,,,1.94,1.49,4.98,41.12,0.15,12.88,0.54,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尹洪峰Texaco气化炉炉渣基本特性与应用研究,固相热处理渣,煤化工,气化细渣,Texaco气化炉,神木化学工业有限公司 Texaco 气化炉炉渣,,,,固态,颗粒状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,0.69,,,1.23,0.54,2.49,32.2,0.055,4.33,1.1,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅乐Shell气化飞灰粘附影响因素研究,收尘灰,煤化工,气化炉飞灰,Shell气化炉积灰,Shell气化炉积灰,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32,0.33,,,2.32,,8.36,62.62,0.04,6.65,5.12,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅乐Shell气化飞灰粘附影响因素研究,收尘灰,煤化工,气化炉飞灰,Shell气化炉积灰,Shell气化炉积灰,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,0.24,,,0.29,,33.11,10.3,0.18,0.92,41.25,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅乐Shell气化飞灰粘附影响因素研究,收尘灰,煤化工,气化炉飞灰,Shell气化炉积灰,Shell气化炉积灰,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.69,1.02,,,1.53,,6.96,54.11,0.05,8.54,3.89,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅乐Shell气化飞灰粘附影响因素研究,收尘灰,煤化工,气化炉飞灰,Shell气化炉积灰,Shell气化炉积灰,,,,固态,颗粒状,板状、粗糙、团聚,黑色/红褐色（含Fe高）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,0.81,,,1.64,,7.55,57.66,0.03,6.61,2.02,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
